,DATE,MinTemp,MaxTemp,AvgTemp,Sunrise,Sunset
1070,12/6/2016,40.0,52.0,46.0,644,1744
1071,12/7/2016,37.0,49.0,43.0,645,1744
1072,12/8/2016,40.0,51.0,46.0,645,1744
1073,12/9/2016,39.0,50.0,45.0,646,1745
1074,12/10/2016,39.0,43.0,41.0,646,1745
1075,12/11/2016,37.0,50.0,44.0,647,1745
1076,12/12/2016,36.0,49.0,43.0,648,1746
1077,12/13/2016,36.0,48.0,42.0,648,1746
1078,12/14/2016,36.0,53.0,45.0,649,1746
1079,12/15/2016,33.0,55.0,44.0,649,1747
1080,12/16/2016,34.0,44.0,39.0,650,1747
1081,12/17/2016,35.0,48.0,42.0,650,1748
1082,12/18/2016,33.0,41.0,37.0,651,1748
1083,12/19/2016,37.0,50.0,44.0,651,1749
1084,12/20/2016,38.0,51.0,45.0,652,1749
1085,12/21/2016,37.0,53.0,45.0,652,1750
1086,12/22/2016,38.0,56.0,47.0,653,1750
1087,12/23/2016,39.0,55.0,47.0,653,1751
1088,12/24/2016,37.0,56.0,47.0,654,1751
1089,12/25/2016,36.0,48.0,42.0,654,1752
1090,12/26/2016,35.0,49.0,42.0,655,1752
1091,12/27/2016,35.0,53.0,44.0,655,1753
1092,12/28/2016,35.0,51.0,43.0,655,1753
1093,12/29/2016,29.0,45.0,37.0,656,1754
1094,12/30/2016,33.0,45.0,39.0,656,1755
1095,12/31/2016,33.0,43.0,38.0,657,1755
1096,1/1/2017,31.0,46.0,39.0,657,1756
1097,1/2/2017,34.0,52.0,43.0,657,1756
1098,1/3/2017,35.0,51.0,43.0,657,1757
1099,1/4/2017,34.0,50.0,42.0,658,1757
1100,1/5/2017,33.0,46.0,40.0,658,1758
1101,1/6/2017,34.0,48.0,41.0,658,1759
1102,1/7/2017,33.0,48.0,41.0,658,1759
1103,1/8/2017,33.0,52.0,43.0,659,1800
1104,1/9/2017,39.0,55.0,47.0,659,1801
1105,1/10/2017,36.0,53.0,45.0,659,1801
1106,1/11/2017,34.0,50.0,42.0,659,1802
1107,1/12/2017,29.0,49.0,39.0,659,1803
1108,1/13/2017,34.0,52.0,43.0,659,1803
1109,1/14/2017,37.0,50.0,44.0,659,1804
1110,1/15/2017,35.0,55.0,45.0,659,1804
1111,1/16/2017,38.0,51.0,45.0,700,1805
1112,1/17/2017,39.0,54.0,47.0,700,1806
1113,1/18/2017,38.0,54.0,46.0,700,1806
1114,1/19/2017,43.0,57.0,50.0,700,1807
1115,1/20/2017,41.0,61.0,51.0,659,1808
1116,1/21/2017,36.0,54.0,45.0,659,1808
1117,1/22/2017,34.0,49.0,42.0,659,1809
1118,1/23/2017,31.0,48.0,40.0,659,1810
1119,1/24/2017,30.0,45.0,38.0,659,1810
1120,1/25/2017,29.0,50.0,40.0,659,1811
1121,1/26/2017,38.0,54.0,46.0,659,1811
1122,1/27/2017,42.0,59.0,51.0,659,1812
1123,1/28/2017,36.0,55.0,46.0,658,1813
1124,1/29/2017,34.0,52.0,43.0,658,1813
1125,1/30/2017,31.0,49.0,40.0,658,1814
1126,1/31/2017,33.0,52.0,43.0,658,1814
1127,2/1/2017,32.0,48.0,40.0,657,1815
1128,2/2/2017,31.0,51.0,41.0,657,1816
1129,2/3/2017,34.0,47.0,41.0,657,1816
1130,2/4/2017,33.0,52.0,43.0,656,1817
1131,2/5/2017,40.0,57.0,49.0,656,1817
1132,2/6/2017,41.0,55.0,48.0,655,1818
1133,2/7/2017,38.0,51.0,45.0,655,1818
1134,2/8/2017,38.0,54.0,46.0,655,1819
1135,2/9/2017,40.0,55.0,48.0,654,1819
1136,2/10/2017,44.0,56.0,50.0,654,1820
1137,2/11/2017,33.0,53.0,43.0,653,1820
1138,2/12/2017,32.0,53.0,43.0,653,1821
1139,2/13/2017,38.0,56.0,47.0,652,1821
1140,2/14/2017,41.0,58.0,50.0,652,1822
1141,2/15/2017,41.0,56.0,49.0,651,1822
1142,2/16/2017,37.0,57.0,47.0,651,1823
1143,2/17/2017,40.0,57.0,49.0,650,1823
1144,2/18/2017,37.0,52.0,45.0,649,1823
1145,2/19/2017,32.0,47.0,40.0,649,1824
1146,2/20/2017,28.0,46.0,37.0,648,1824
1147,2/21/2017,25.0,40.0,33.0,647,1825
1148,2/22/2017,27.0,42.0,35.0,647,1825
1149,2/23/2017,25.0,42.0,34.0,646,1825
1150,2/24/2017,25.0,45.0,35.0,646,1826
1151,2/25/2017,31.0,47.0,39.0,645,1826
1152,2/26/2017,36.0,43.0,40.0,644,1827
1153,2/27/2017,33.0,43.0,38.0,643,1827
1154,2/28/2017,34.0,43.0,39.0,643,1827
1155,3/1/2017,33.0,44.0,39.0,642,1828
1156,3/2/2017,34.0,48.0,41.0,641,1828
1157,3/3/2017,34.0,52.0,43.0,640,1828
1158,3/4/2017,33.0,53.0,43.0,640,1829
1159,3/5/2017,36.0,51.0,44.0,639,1829
1160,3/6/2017,34.0,50.0,42.0,638,1829
1161,3/7/2017,34.0,52.0,43.0,637,1830
1162,3/8/2017,36.0,49.0,43.0,637,1830
1163,3/9/2017,35.0,46.0,41.0,636,1830
1164,3/10/2017,33.0,48.0,41.0,635,1831
1165,3/11/2017,31.0,42.0,37.0,634,1831
1166,3/12/2017,31.0,45.0,38.0,633,1831
1167,3/13/2017,34.0,50.0,42.0,632,1832
1168,3/14/2017,35.0,54.0,45.0,632,1832
1169,3/15/2017,38.0,56.0,47.0,631,1832
1170,3/16/2017,35.0,55.0,45.0,630,1832
1171,3/17/2017,36.0,56.0,46.0,629,1833
1172,3/18/2017,39.0,59.0,49.0,628,1833
1173,3/19/2017,40.0,55.0,48.0,627,1833
1174,3/20/2017,38.0,56.0,47.0,626,1833
1175,3/21/2017,39.0,60.0,50.0,626,1834
1176,3/22/2017,41.0,61.0,51.0,625,1834
1177,3/23/2017,36.0,51.0,44.0,624,1834
1178,3/24/2017,38.0,58.0,48.0,623,1834
1179,3/25/2017,35.0,56.0,46.0,622,1835
1180,3/26/2017,35.0,57.0,46.0,621,1835
1181,3/27/2017,39.0,59.0,49.0,620,1835
1182,3/28/2017,40.0,56.0,48.0,620,1835
1183,3/29/2017,41.0,58.0,50.0,619,1836
1184,3/30/2017,37.0,56.0,47.0,618,1836
1185,3/31/2017,39.0,53.0,46.0,617,1836
1186,4/1/2017,35.0,54.0,45.0,616,1836
1187,4/2/2017,36.0,54.0,45.0,615,1837
1188,4/3/2017,38.0,55.0,47.0,614,1837
1189,4/4/2017,41.0,61.0,51.0,614,1837
1190,4/5/2017,46.0,64.0,55.0,613,1838
1191,4/6/2017,45.0,62.0,54.0,612,1838
1192,4/7/2017,46.0,63.0,55.0,611,1838
1193,4/8/2017,42.0,64.0,53.0,610,1838
1194,4/9/2017,41.0,57.0,49.0,610,1839
1195,4/10/2017,38.0,53.0,46.0,609,1839
1196,4/11/2017,36.0,56.0,46.0,608,1839
1197,4/12/2017,34.0,48.0,41.0,607,1839
1198,4/13/2017,36.0,55.0,46.0,606,1840
1199,4/14/2017,34.0,47.0,41.0,606,1840
1200,4/15/2017,34.0,51.0,43.0,605,1840
1201,4/16/2017,37.0,53.0,45.0,604,1841
1202,4/17/2017,35.0,54.0,45.0,603,1841
1203,4/18/2017,36.0,52.0,44.0,602,1841
1204,4/19/2017,,,,602,1841
1205,4/20/2017,35.0,53.0,44.0,601,1842
1206,4/21/2017,35.0,56.0,46.0,600,1842
1207,4/22/2017,38.0,61.0,50.0,600,1842
1208,4/23/2017,39.0,55.0,47.0,559,1843
1209,4/24/2017,38.0,55.0,47.0,558,1843
1210,4/25/2017,40.0,60.0,50.0,558,1843
1211,4/26/2017,44.0,59.0,52.0,557,1844
1212,4/27/2017,42.0,58.0,50.0,556,1844
1213,4/28/2017,35.0,53.0,44.0,556,1844
1214,4/29/2017,36.0,50.0,43.0,555,1845
1215,4/30/2017,35.0,44.0,40.0,554,1845
1216,5/1/2017,35.0,46.0,41.0,554,1845
1217,5/2/2017,35.0,49.0,42.0,553,1846
1218,5/3/2017,36.0,47.0,42.0,553,1846
1219,5/4/2017,38.0,60.0,49.0,552,1846
1220,5/5/2017,38.0,60.0,49.0,552,1847
1221,5/6/2017,40.0,61.0,51.0,551,1847
1222,5/7/2017,39.0,56.0,48.0,550,1847
1223,5/8/2017,38.0,57.0,48.0,550,1848
1224,5/9/2017,36.0,56.0,46.0,550,1848
1225,5/10/2017,35.0,53.0,44.0,549,1849
1226,5/11/2017,36.0,50.0,43.0,549,1849
1227,5/12/2017,37.0,58.0,48.0,548,1849
1228,5/13/2017,38.0,55.0,47.0,548,1850
1229,5/14/2017,36.0,55.0,46.0,547,1850
1230,5/15/2017,34.0,53.0,44.0,547,1851
1231,5/16/2017,35.0,53.0,44.0,547,1851
1232,5/17/2017,34.0,53.0,44.0,546,1851
1233,5/18/2017,35.0,49.0,42.0,546,1852
1234,5/19/2017,35.0,51.0,43.0,546,1852
1235,5/20/2017,39.0,57.0,48.0,545,1853
1236,5/21/2017,43.0,56.0,50.0,545,1853
1237,5/22/2017,43.0,63.0,53.0,545,1853
1238,5/23/2017,43.0,65.0,54.0,545,1854
1239,5/24/2017,42.0,53.0,48.0,544,1854
1240,5/25/2017,38.0,53.0,46.0,544,1855
1241,5/26/2017,35.0,50.0,43.0,544,1855
1242,5/27/2017,33.0,48.0,41.0,544,1855
1243,5/28/2017,32.0,49.0,41.0,544,1856
1244,5/29/2017,38.0,53.0,46.0,543,1856
1245,5/30/2017,36.0,56.0,46.0,543,1856
1246,5/31/2017,43.0,58.0,51.0,543,1857
1247,6/1/2017,45.0,62.0,54.0,543,1857
1248,6/2/2017,44.0,64.0,54.0,543,1858
1249,6/3/2017,44.0,63.0,54.0,543,1858
1250,6/4/2017,44.0,63.0,54.0,543,1858
1251,6/5/2017,43.0,59.0,51.0,543,1859
1252,6/6/2017,42.0,60.0,51.0,543,1859
1253,6/7/2017,43.0,62.0,53.0,543,1859
1254,6/8/2017,47.0,64.0,56.0,543,1900
1255,6/9/2017,46.0,66.0,56.0,543,1900
1256,6/10/2017,43.0,62.0,53.0,543,1900
1257,6/11/2017,41.0,61.0,51.0,543,1901
1258,6/12/2017,42.0,58.0,50.0,543,1901
1259,6/13/2017,40.0,60.0,50.0,543,1901
1260,6/14/2017,39.0,57.0,48.0,544,1902
1261,6/15/2017,39.0,55.0,47.0,544,1902
1262,6/16/2017,40.0,58.0,49.0,544,1902
1263,6/17/2017,42.0,59.0,51.0,544,1902
1264,6/18/2017,46.0,60.0,53.0,544,1903
1265,6/19/2017,46.0,65.0,56.0,544,1903
1266,6/20/2017,47.0,64.0,56.0,545,1903
1267,6/21/2017,47.0,62.0,55.0,545,1903
1268,6/22/2017,46.0,61.0,54.0,545,1904
1269,6/23/2017,45.0,57.0,51.0,545,1904
1270,6/24/2017,45.0,62.0,54.0,545,1904
1271,6/25/2017,44.0,57.0,51.0,546,1904
1272,6/26/2017,40.0,62.0,51.0,546,1904
1273,6/27/2017,45.0,63.0,54.0,546,1904
1274,6/28/2017,41.0,56.0,49.0,546,1905
1275,6/29/2017,42.0,61.0,52.0,547,1905
1276,6/30/2017,44.0,61.0,53.0,547,1905
1277,7/1/2017,40.0,57.0,49.0,547,1905
1278,7/2/2017,39.0,54.0,47.0,548,1905
1279,7/3/2017,42.0,59.0,51.0,548,1905
1280,7/4/2017,40.0,56.0,48.0,548,1905
1281,7/5/2017,40.0,56.0,48.0,549,1905
1282,7/6/2017,41.0,57.0,49.0,549,1905
1283,7/7/2017,40.0,59.0,50.0,549,1905
1284,7/8/2017,39.0,58.0,49.0,550,1905
1285,7/9/2017,40.0,54.0,47.0,550,1905
1286,7/10/2017,38.0,53.0,46.0,550,1905
1287,7/11/2017,39.0,55.0,47.0,551,1905
1288,7/12/2017,40.0,57.0,49.0,551,1905
1289,7/13/2017,39.0,58.0,49.0,551,1904
1290,7/14/2017,38.0,54.0,46.0,552,1904
1291,7/15/2017,36.0,52.0,44.0,552,1904
1292,7/16/2017,42.0,58.0,50.0,553,1904
1293,7/17/2017,42.0,57.0,50.0,553,1904
1294,7/18/2017,41.0,53.0,47.0,553,1904
1295,7/19/2017,40.0,59.0,50.0,554,1903
1296,7/20/2017,41.0,61.0,51.0,554,1903
1297,7/21/2017,40.0,60.0,50.0,554,1903
1298,7/22/2017,42.0,60.0,51.0,555,1902
1299,7/23/2017,40.0,62.0,51.0,555,1902
1300,7/24/2017,42.0,53.0,48.0,556,1902
1301,7/25/2017,40.0,58.0,49.0,556,1901
1302,7/26/2017,38.0,58.0,48.0,556,1901
1303,7/27/2017,43.0,59.0,51.0,557,1901
1304,7/28/2017,44.0,60.0,52.0,557,1900
1305,7/29/2017,41.0,57.0,49.0,557,1900
1306,7/30/2017,44.0,61.0,53.0,558,1859
1307,7/31/2017,44.0,63.0,54.0,558,1859
1308,8/1/2017,42.0,56.0,49.0,558,1859
1309,8/2/2017,39.0,54.0,47.0,559,1858
1310,8/3/2017,40.0,54.0,47.0,559,1858
1311,8/4/2017,42.0,63.0,53.0,559,1857
1312,8/5/2017,45.0,65.0,55.0,600,1857
1313,8/6/2017,43.0,58.0,51.0,600,1856
1314,8/7/2017,43.0,58.0,51.0,600,1855
1315,8/8/2017,42.0,59.0,51.0,601,1855
1316,8/9/2017,42.0,58.0,50.0,601,1854
1317,8/10/2017,41.0,59.0,50.0,601,1854
1318,8/11/2017,45.0,63.0,54.0,602,1853
1319,8/12/2017,47.0,66.0,57.0,602,1852
1320,8/13/2017,45.0,62.0,54.0,602,1852
1321,8/14/2017,43.0,58.0,51.0,603,1851
1322,8/15/2017,43.0,59.0,51.0,603,1850
1323,8/16/2017,43.0,58.0,51.0,603,1850
1324,8/17/2017,41.0,58.0,50.0,603,1849
1325,8/18/2017,42.0,60.0,51.0,604,1848
1326,8/19/2017,39.0,56.0,48.0,604,1848
1327,8/20/2017,40.0,55.0,48.0,604,1847
1328,8/21/2017,38.0,49.0,44.0,604,1846
1329,8/22/2017,40.0,57.0,49.0,605,1845
1330,8/23/2017,44.0,59.0,52.0,605,1845
1331,8/24/2017,44.0,62.0,53.0,605,1844
1332,8/25/2017,44.0,61.0,53.0,605,1843
1333,8/26/2017,41.0,58.0,50.0,606,1842
1334,8/27/2017,40.0,58.0,49.0,606,1841
1335,8/28/2017,38.0,55.0,47.0,606,1841
1336,8/29/2017,39.0,52.0,46.0,606,1840
1337,8/30/2017,37.0,54.0,46.0,607,1839
1338,8/31/2017,40.0,59.0,50.0,607,1838
1339,9/1/2017,44.0,63.0,54.0,607,1837
1340,9/2/2017,40.0,56.0,48.0,607,1836
1341,9/3/2017,42.0,59.0,51.0,607,1836
1342,9/4/2017,40.0,58.0,49.0,608,1835
1343,9/5/2017,40.0,58.0,49.0,608,1834
1344,9/6/2017,41.0,55.0,48.0,608,1833
1345,9/7/2017,37.0,53.0,45.0,608,1832
1346,9/8/2017,39.0,53.0,46.0,608,1831
1347,9/9/2017,38.0,51.0,45.0,609,1830
1348,9/10/2017,39.0,53.0,46.0,609,1829
1349,9/11/2017,41.0,55.0,48.0,609,1828
1350,9/12/2017,42.0,58.0,50.0,609,1828
1351,9/13/2017,43.0,56.0,50.0,609,1827
1352,9/14/2017,43.0,59.0,51.0,610,1826
1353,9/15/2017,42.0,60.0,51.0,610,1825
1354,9/16/2017,42.0,60.0,51.0,610,1824
1355,9/17/2017,45.0,64.0,55.0,610,1823
1356,9/18/2017,42.0,60.0,51.0,610,1822
1357,9/19/2017,39.0,57.0,48.0,611,1821
1358,9/20/2017,38.0,50.0,44.0,611,1820
1359,9/21/2017,39.0,53.0,46.0,611,1819
1360,9/22/2017,37.0,50.0,44.0,611,1819
1361,9/23/2017,39.0,54.0,47.0,611,1818
1362,9/24/2017,35.0,54.0,45.0,612,1817
1363,9/25/2017,39.0,56.0,48.0,612,1816
1364,9/26/2017,37.0,56.0,47.0,612,1815
1365,9/27/2017,39.0,58.0,49.0,612,1814
1366,9/28/2017,40.0,60.0,50.0,612,1813
1367,9/29/2017,41.0,60.0,51.0,613,1812
1368,9/30/2017,36.0,51.0,44.0,613,1811
1369,10/1/2017,37.0,53.0,45.0,613,1811
1370,10/2/2017,38.0,54.0,46.0,613,1810
1371,10/3/2017,39.0,56.0,48.0,614,1809
1372,10/4/2017,40.0,60.0,50.0,614,1808
1373,10/5/2017,42.0,60.0,51.0,614,1807
1374,10/6/2017,43.0,58.0,51.0,614,1806
1375,10/7/2017,41.0,55.0,48.0,615,1805
1376,10/8/2017,42.0,58.0,50.0,615,1805
1377,10/9/2017,48.0,59.0,54.0,615,1804
1378,10/10/2017,44.0,59.0,52.0,615,1803
1379,10/11/2017,44.0,57.0,51.0,616,1802
1380,10/12/2017,41.0,57.0,49.0,616,1801
1381,10/13/2017,39.0,53.0,46.0,616,1801
1382,10/14/2017,37.0,54.0,46.0,616,1800
1383,10/15/2017,39.0,51.0,45.0,617,1759
1384,10/16/2017,38.0,57.0,48.0,617,1758
1385,10/17/2017,40.0,57.0,49.0,617,1758
1386,10/18/2017,44.0,60.0,52.0,618,1757
1387,10/19/2017,42.0,59.0,51.0,618,1756
1388,10/20/2017,39.0,54.0,47.0,618,1755
1389,10/21/2017,39.0,57.0,48.0,619,1755
1390,10/22/2017,38.0,53.0,46.0,619,1754
1391,10/23/2017,38.0,55.0,47.0,620,1753
1392,10/24/2017,44.0,54.0,49.0,620,1753
1393,10/25/2017,44.0,52.0,48.0,620,1752
1394,10/26/2017,42.0,60.0,51.0,621,1752
1395,10/27/2017,40.0,60.0,50.0,621,1751
1396,10/28/2017,42.0,59.0,51.0,622,1750
1397,10/29/2017,40.0,55.0,48.0,622,1750
1398,10/30/2017,39.0,53.0,46.0,622,1749
1399,10/31/2017,37.0,51.0,44.0,623,1749
1400,11/1/2017,37.0,54.0,46.0,623,1748
1401,11/2/2017,37.0,56.0,47.0,624,1748
1402,11/3/2017,41.0,57.0,49.0,624,1747
1403,11/4/2017,41.0,55.0,48.0,625,1747
1404,11/5/2017,41.0,58.0,50.0,625,1746
1405,11/6/2017,44.0,61.0,53.0,626,1746
1406,11/7/2017,42.0,62.0,52.0,626,1746
1407,11/8/2017,42.0,60.0,51.0,627,1745
1408,11/9/2017,40.0,58.0,49.0,627,1745
1409,11/10/2017,39.0,57.0,48.0,628,1745
1410,11/11/2017,39.0,53.0,46.0,628,1744
1411,11/12/2017,36.0,47.0,42.0,629,1744
1412,11/13/2017,35.0,49.0,42.0,629,1744
1413,11/14/2017,36.0,50.0,43.0,630,1743
1414,11/15/2017,36.0,50.0,43.0,630,1743
1415,11/16/2017,34.0,48.0,41.0,631,1743
1416,11/17/2017,35.0,51.0,43.0,632,1743
1417,11/18/2017,36.0,50.0,43.0,632,1743
1418,11/19/2017,36.0,47.0,42.0,633,1743
1419,11/20/2017,34.0,50.0,42.0,633,1742
1420,11/21/2017,34.0,48.0,41.0,634,1742
1421,11/22/2017,33.0,48.0,41.0,635,1742
1422,11/23/2017,31.0,47.0,39.0,635,1742
1423,11/24/2017,35.0,50.0,43.0,636,1742
1424,11/25/2017,33.0,47.0,40.0,636,1742
1425,11/26/2017,33.0,48.0,41.0,637,1742
1426,11/27/2017,35.0,45.0,40.0,638,1742
1427,11/28/2017,40.0,47.0,44.0,638,1742
1428,11/29/2017,39.0,49.0,44.0,639,1742
1429,11/30/2017,39.0,47.0,43.0,640,1742
1430,12/1/2017,39.0,49.0,44.0,640,1743
1431,12/2/2017,34.0,46.0,40.0,641,1743
1432,12/3/2017,35.0,50.0,43.0,641,1743
1433,12/4/2017,36.0,53.0,45.0,642,1743
1434,12/5/2017,32.0,49.0,41.0,643,1743
1435,12/6/2017,33.0,47.0,40.0,643,1743
1436,12/7/2017,34.0,50.0,42.0,644,1744
1437,12/8/2017,33.0,53.0,43.0,645,1744
1438,12/9/2017,37.0,58.0,48.0,645,1744
1439,12/10/2017,35.0,52.0,44.0,646,1745
1440,12/11/2017,34.0,54.0,44.0,646,1745
1441,12/12/2017,35.0,56.0,46.0,647,1745
1442,12/13/2017,32.0,45.0,39.0,648,1746
1443,12/14/2017,30.0,45.0,38.0,648,1746
1444,12/15/2017,31.0,44.0,38.0,649,1746
1445,12/16/2017,32.0,49.0,41.0,649,1747
1446,12/17/2017,36.0,52.0,44.0,650,1747
1447,12/18/2017,36.0,49.0,43.0,650,1748
1448,12/19/2017,35.0,43.0,39.0,651,1748
1449,12/20/2017,33.0,38.0,36.0,651,1749
1450,12/21/2017,32.0,39.0,36.0,652,1749
1451,12/22/2017,31.0,49.0,40.0,652,1750
1452,12/23/2017,36.0,50.0,43.0,653,1750
1453,12/24/2017,36.0,54.0,45.0,653,1751
1454,12/25/2017,34.0,50.0,42.0,654,1751
1455,12/26/2017,35.0,53.0,44.0,654,1752
1456,12/27/2017,37.0,53.0,45.0,655,1752
1457,12/28/2017,36.0,49.0,43.0,655,1753
1458,12/29/2017,33.0,52.0,43.0,655,1753
1459,12/30/2017,36.0,52.0,44.0,656,1754
1460,12/31/2017,34.0,54.0,44.0,656,1755
1461,1/1/2018,35.0,52.0,44.0,657,1756
1462,1/2/2018,32.0,56.0,44.0,657,1756
1463,1/3/2018,35.0,49.0,42.0,657,1757
1464,1/4/2018,39.0,55.0,47.0,658,1757
1465,1/5/2018,38.0,55.0,47.0,658,1758
1466,1/6/2018,39.0,58.0,49.0,658,1759
1467,1/7/2018,38.0,54.0,46.0,658,1759
1468,1/8/2018,40.0,53.0,47.0,659,1800
1469,1/9/2018,34.0,50.0,42.0,659,1801
1470,1/10/2018,31.0,47.0,39.0,659,1801
1471,1/11/2018,31.0,46.0,39.0,659,1802
1472,1/12/2018,32.0,52.0,42.0,659,1803
1473,1/13/2018,37.0,53.0,45.0,659,1803
1474,1/14/2018,37.0,54.0,46.0,659,1804
1475,1/15/2018,36.0,54.0,45.0,659,1804
1476,1/16/2018,38.0,55.0,47.0,700,1805
1477,1/17/2018,37.0,57.0,47.0,700,1806
1478,1/18/2018,36.0,54.0,45.0,700,1806
1479,1/19/2018,37.0,54.0,46.0,700,1807
1480,1/20/2018,33.0,50.0,42.0,659,1808
1481,1/21/2018,34.0,48.0,41.0,659,1808
1482,1/22/2018,33.0,48.0,41.0,659,1809
1483,1/23/2018,33.0,47.0,40.0,659,1810
1484,1/24/2018,34.0,47.0,41.0,659,1810
1485,1/25/2018,34.0,46.0,40.0,659,1811
1486,1/26/2018,34.0,43.0,39.0,659,1811
1487,1/27/2018,35.0,43.0,39.0,659,1812
1488,1/28/2018,33.0,43.0,38.0,658,1813
1489,1/29/2018,31.0,46.0,39.0,658,1813
1490,1/30/2018,34.0,50.0,42.0,658,1814
1491,1/31/2018,33.0,46.0,40.0,658,1814
1492,2/1/2018,35.0,51.0,43.0,657,1815
1493,2/2/2018,37.0,50.0,44.0,657,1816
1494,2/3/2018,37.0,50.0,44.0,657,1816
1495,2/4/2018,34.0,49.0,42.0,656,1817
1496,2/5/2018,32.0,48.0,40.0,656,1817
1497,2/6/2018,31.0,41.0,36.0,655,1818
1498,2/7/2018,28.0,42.0,35.0,655,1818
1499,2/8/2018,30.0,45.0,38.0,655,1819
1500,2/9/2018,29.0,45.0,37.0,654,1819
1501,2/10/2018,31.0,46.0,39.0,654,1820
1502,2/11/2018,35.0,49.0,42.0,653,1820
1503,2/12/2018,36.0,52.0,44.0,653,1821
1504,2/13/2018,40.0,55.0,48.0,652,1821
1505,2/14/2018,41.0,55.0,48.0,652,1822
1506,2/15/2018,39.0,56.0,48.0,651,1822
1507,2/16/2018,38.0,55.0,47.0,651,1823
1508,2/17/2018,34.0,42.0,38.0,650,1823
1509,2/18/2018,33.0,47.0,40.0,649,1823
1510,2/19/2018,31.0,43.0,37.0,649,1824
1511,2/20/2018,31.0,47.0,39.0,648,1824
1512,2/21/2018,38.0,43.0,41.0,647,1825
1513,2/22/2018,35.0,41.0,38.0,647,1825
1514,2/23/2018,35.0,45.0,40.0,646,1825
1515,2/24/2018,37.0,49.0,43.0,646,1826
1516,2/25/2018,38.0,46.0,42.0,645,1826
1517,2/26/2018,37.0,49.0,43.0,644,1827
1518,2/27/2018,36.0,51.0,44.0,643,1827
1519,2/28/2018,39.0,56.0,48.0,643,1827
1520,3/1/2018,40.0,53.0,47.0,642,1828
1521,3/2/2018,40.0,54.0,47.0,641,1828
1522,3/3/2018,40.0,52.0,46.0,640,1828
1523,3/4/2018,38.0,54.0,46.0,640,1829
1524,3/5/2018,34.0,46.0,40.0,639,1829
1525,3/6/2018,31.0,46.0,39.0,638,1829
1526,3/7/2018,30.0,44.0,37.0,637,1830
1527,3/8/2018,31.0,44.0,38.0,637,1830
1528,3/9/2018,33.0,46.0,40.0,636,1830
1529,3/10/2018,35.0,49.0,42.0,635,1831
1530,3/11/2018,35.0,52.0,44.0,634,1831
1531,3/12/2018,39.0,44.0,42.0,633,1831
1532,3/13/2018,38.0,44.0,41.0,632,1832
1533,3/14/2018,39.0,48.0,44.0,632,1832
1534,3/15/2018,36.0,47.0,42.0,631,1832
1535,3/16/2018,36.0,47.0,42.0,630,1832
1536,3/17/2018,38.0,49.0,44.0,629,1833
1537,3/18/2018,36.0,52.0,44.0,628,1833
1538,3/19/2018,35.0,48.0,42.0,627,1833
1539,3/20/2018,35.0,45.0,40.0,626,1833
1540,3/21/2018,37.0,46.0,42.0,626,1834
1541,3/22/2018,36.0,45.0,41.0,625,1834
1542,3/23/2018,38.0,50.0,44.0,624,1834
1543,3/24/2018,33.0,42.0,38.0,623,1834
1544,3/25/2018,35.0,49.0,42.0,622,1835
1545,3/26/2018,34.0,45.0,40.0,621,1835
1546,3/27/2018,33.0,53.0,43.0,620,1835
1547,3/28/2018,35.0,55.0,45.0,620,1835
1548,3/29/2018,35.0,52.0,44.0,619,1836
1549,3/30/2018,33.0,53.0,43.0,618,1836
1550,3/31/2018,34.0,47.0,41.0,617,1836
1551,4/1/2018,34.0,52.0,43.0,616,1836
1552,4/2/2018,41.0,53.0,47.0,615,1837
1553,4/3/2018,41.0,51.0,46.0,614,1837
1554,4/4/2018,44.0,58.0,51.0,614,1837
1555,4/5/2018,42.0,55.0,49.0,613,1838
1556,4/6/2018,41.0,54.0,48.0,612,1838
1557,4/7/2018,40.0,48.0,44.0,611,1838
1558,4/8/2018,38.0,50.0,44.0,610,1838
1559,4/9/2018,39.0,47.0,43.0,610,1839
1560,4/10/2018,39.0,53.0,46.0,609,1839
1561,4/11/2018,37.0,54.0,46.0,608,1839
1562,4/12/2018,37.0,53.0,45.0,607,1839
1563,4/13/2018,34.0,49.0,42.0,606,1840
1564,4/14/2018,34.0,51.0,43.0,606,1840
1565,4/15/2018,35.0,47.0,41.0,605,1840
1566,4/16/2018,39.0,49.0,44.0,604,1841
1567,4/17/2018,37.0,53.0,45.0,603,1841
1568,4/18/2018,38.0,57.0,48.0,602,1841
1569,4/19/2018,37.0,49.0,43.0,602,1841
1570,4/20/2018,35.0,42.0,39.0,601,1842
1571,4/21/2018,37.0,51.0,44.0,600,1842
1572,4/22/2018,37.0,58.0,48.0,600,1842
1573,4/23/2018,40.0,60.0,50.0,559,1843
1574,4/24/2018,38.0,56.0,47.0,558,1843
1575,4/25/2018,35.0,50.0,43.0,558,1843
1576,4/26/2018,37.0,51.0,44.0,557,1844
1577,4/27/2018,37.0,53.0,45.0,556,1844
1578,4/28/2018,38.0,53.0,46.0,556,1844
1579,4/29/2018,40.0,59.0,50.0,555,1845
1580,4/30/2018,43.0,53.0,48.0,554,1845
1581,5/1/2018,43.0,54.0,49.0,554,1845
1582,5/2/2018,42.0,50.0,46.0,553,1846
1583,5/3/2018,41.0,54.0,48.0,553,1846
1584,5/4/2018,38.0,54.0,46.0,552,1846
1585,5/5/2018,38.0,57.0,48.0,552,1847
1586,5/6/2018,42.0,54.0,48.0,551,1847
